label,text
NO_PRETOX_REL,"In addition , a secondary concentration peak , indicating enterohepatic recirculation of the drug , was observed in several animals ."
NO_PRETOX_REL,"Mean COMPOUND_XXX concentrations in the duodenal mucosa of 2560 and 25400 ng / g tissue and in the duodenal content of 6430 and 62400 ng / g at 20 and 180 mg / kg , respectively , appeared to increase roughly proportionally with the dose , but individual values showed a high inter-animal variability ."
NO_PRETOX_REL,Post-mortem examinations revealed neither systemic nor local effects attributable to the dermal treatment with the test item or its placebo formulation .
NO_PRETOX_REL,"XXXXX ) , of identical design , that was performed using two dosage levels of D6 ( also known as COMPOUND_XXX ) , a minor metabolite of COMPOUND_XXX in rats ."
NO_PRETOX_REL,The NOAEL ( No Observed Adverse Effect Level ) is considered to be 0.01 mg / kg / day .
PRETOX_REL,"In females , the mean total protein concentration was lower ( - 9 % ) and a tendency towards higher values was noted in alkaline phosphatase activities ( +32 % ) ."
NO_PRETOX_REL,"No changes were seen in body weight , or food and water consumption of female animals at 25 mg / kg ."
NO_PRETOX_REL,"Protocol - specified organs were weighed and tissues were collected , processed and microscopically examined on all animals ."
PRETOX_REL,"Test article - related microscopic changes in the spleen were decreased cellularity , lymphocytic , in all males and 9/10 females at 0.9 mglkg with decreased cellularity , red pulp in 2110 males and increased extramedullary hematopoiesis in all females at 0.9 mg / kg and 9/10 females at both 0.05 and 0.3 mglkg ."
PRETOX_REL,"Changes in cholesterol , triglycerides and alkaline phosphatase were additional evidences of liver metabolism dysfunction with both test - items ."
NO_PRETOX_REL,"+ EN ATTENTE BIOMARQUEURS , with corresponding Cmax and AUC values in male / female rats of 1170/2140 ng / mL and 14600 / 18700 ng.h / mL , respectively ."
NO_PRETOX_REL,Plasma levels were above the limit of quantification during the complete dosing interval .
NO_PRETOX_REL,"The following investigations were performed : mortality , clinical signs , body weight , food consumption , plasma concentrations of COMPOUND_XXX ( before necropsy ) , macroscopic examination and histopathology of selected organs ( jejunum , ileum , colon , liver , pancreas and spleen ) ."
NO_PRETOX_REL,No treatment - related effects were observed on food consumption .
PRETOX_REL,The one high - dose male recovery animal ( the other recovery animal died during the study ) showed increased liver weight and altered liver histology that did not show evidence of recovery .
PRETOX_REL,The severe skin erythema appeared from approximately day 9 .
PRETOX_REL,In another female of this dose group mild acute multifocal bilateral hemorrhages were seen in the corpora lutea .
NO_PRETOX_REL,Approximately proportional increases in COMPOUND_XXX plasma concentrations were seen with increased dose .
PRETOX_REL,"At necropsy light yellow discoloration of the xiphoid cartilage was observed grossly in both male and female rats , and bright yellow urine was present in the bladder ."
PRETOX_REL,Serum creatinine and BUN were slightly increased in female rats .
PRETOX_REL,"Clinical findings prior to death were apathy , emaciation , prone , lateral or supine position , disturbances in gait and vomiting"
NO_PRETOX_REL,Control animals similarly received the vehicle for the test item ( Millipore water ) at a dosage volume of 5 mL / kg .
PRETOX_REL,"Additionally , a slight to moderate increase in severity of the hyaline droplet content in the proximal convoluted tubules of 4/5 males was observed ."
NO_PRETOX_REL,"Formulation 10 % ( variant 11 ) and On days 1 , 3 and 5 , test items were applicated for 47 hours on the areas of the left flank ."
NO_PRETOX_REL,Dose levels up to and including 1000 mg / kg / day were well tolerated .
PRETOX_REL,Group mean body weight loss was frequently seen in both groups of treated males and for females during treatment at 75 mg / kg / day .
NO_PRETOX_REL,The checks on the body temperatures yielded no changes up to and including group III ( for individual and mean values see appendix of the report ) .
PRETOX_REL,The degenerative testicular changes observed microscopically at all dose levels were considered to be related to the pharmacologic effect of COMPOUND_XXX .
NO_PRETOX_REL,Females tended to be more affected .
PRETOX_REL,Ophthalmoscopy Ophthalmoskopy showed a light center of the yellow spot in one animal from group 3 ( 40 umol / kg bw . )
NO_PRETOX_REL,d. Ophthalmoscopic findings The individual data for the ophthalmoscopic investigations can be found in the appendix of the report .
NO_PRETOX_REL,Hematology No compound - related effect was observed .
NO_PRETOX_REL,"In conclusion , the oral ( gavage ) administration of COMPOUND_XXX to male rats at dosages of 40 and 80 mg / kg over up to 4 weeks was well tolerated without mortality or clinical signs of toxicity ."
NO_PRETOX_REL,"Gravimetric organ findings The absolute and relative organ weights are listed in the appendix of the report in the form of individual values , mean values per group and per sex with their standard deviations , and mean values separately for each sex and for the two sexes together ."
NO_PRETOX_REL,"In - life and terminal data collection during the treatment and recovery periods included clinical observations , body weight , food consumption , ophthalmic and neurologic examinations , hematology , clinical chemistry , urinalysis and a complete necropsy of all toxicity animals that died during study ."
NO_PRETOX_REL,"As the table shows , the nutritional state showed no relevant changes up to and including group III ."
NO_PRETOX_REL,The animal No 7088 ( F g r .
NO_PRETOX_REL,of COMPOUND_XXX but remained within the physiological range in all treatment groups .
NO_PRETOX_REL,"In addition , one control group ( 4 female monkeys ) received the vehicle at an application volume of 2.5 mL / kg body weight in the same manner and another control group ( 4 female monkeys ) received 0.9 % ( w / v ) sodium chloride solution at an application volume of 2.5 mL / kg body weight in the same manner ."
NO_PRETOX_REL,"Due to the cessation of development of COMPOUND_XXX , only selected target organs in female animals at the end of the treatment period were examined histologically ."
NO_PRETOX_REL,"Following a 4 - week recovery period , thyroid , thymic , and testicular changes were considered to be fully reversible whereas lymph node and epididymal changes were partially reversible ."
PRETOX_REL,"At gross pathology four 40 mg / kg / d males showed minimal to mild , multifocal beige discoloration of the kidney ."
NO_PRETOX_REL,"At the genomic level , COMPOUND_XXX did not induce any noteworthy transcriptional changes in heart or skeletal muscle at 40 or 80 mg / kg after treatment for 3 or 28 days ."
PRETOX_REL,"At the end of recovery , high dose ( 30 mg / kg ) recovery animals had the same incidence and degree of cytoplasmic vacuolation of interstitital cells as the main kill animals of this dose level ."
NO_PRETOX_REL,The determination of a maximum tolerated dose ( MTD ) in this study is mainly based on the finding that body weight gain and survival of the monkeys were not affected at all three dose levels .
PRETOX_REL,Individual animals presented with slight to marked decreases in white blood cell counts .
PRETOX_REL,Diarrhea and missing defecation were incidental findings deemed unrelated to treatment with the test substance .
NO_PRETOX_REL,Thereafter the mean body weight gain of males was comparable between the treated and the control group .
NO_PRETOX_REL,"Food consumption , ophthalmology , clinical chemistry and organ weight investigations did not reveal any treatment - related findings ."
PRETOX_REL,"At the terminal necropsy , organ weight changes included increased heart weights in males at doses : ; : : : 15 mg / kg / day and in females at 50 mg / kg / day ; decreased spleen weights in males at doses : ; : : : 15 mg!kg / day ; and at 50 mg / kg / day , increased adrenal weights in both sexes ; increased liver and thyroid weights in males ; increased ovary weights and decreased pituitary weights in females and decreased testis weights ."
PRETOX_REL,"CONCLUSION In conclusion , the administration of COMPOUND_XXX by daily oral gavage for 3 or 10 days at dose levels of 0 , 50 mg / kg / day and 200 mg / kg / day resulted in clinical signs of dehydration and fur staining red , adverse reductions in body weight gain with associated reduced food consumption , minor hematology ( prolonged PT ) , biochemical ( increased BUN ) , significant urinalysis changes ( increased urinary protein and occult blood , glycosuria and polyuria ) , with associated macroscopic ( pale discolouration in medulla or corticomedullary junction ) and microscopic changes ( tubular degeneration / regeneration in the outer medulla ) in the kidney of rats treated with 200 mg / kg / day COMPOUND_XXX ."
NO_PRETOX_REL,"An additional group of rats ( 10 / sex ) received vehicle ( Purified Water , USP ) at an equivalent dosing volume ( 10 mL / kg ) and served as a control ."
NO_PRETOX_REL,The high dose of 375 μmol Gd / kg bw .
NO_PRETOX_REL,One animal dosed at 80 mg / kg bw .
NO_PRETOX_REL,"Toxicokinetic data indicate a moderately fast absorption of the test compound after intragastric administration , a minor to moderate accumulation potential of the drug after daily administration and a higher systemic exposure ( AUC ( 0 - t last ) ) in female compared to male Beagle dogs ."
NO_PRETOX_REL,"In the current study , in - life and terminal data collection included , clinical observations , body weight , food consumption , clinical pathology , full necropsy , organ weight analysis and comprehensive histopathology of selected tissues ."
